Id,Model,Price,Age,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Cylinders,Weight
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,10,1999,80430,Petrol,110,1,0,1600,3,4,1065
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,1,1999,80426,Petrol,110,1,0,1600,3,4,1055
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,7,1999,80265,Petrol,86,0,0,1300,3,4,1015
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,4,1999,80153,Petrol,110,0,0,1600,5,4,1070
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,1,1999,80121,Petrol,110,0,0,1600,5,4,1070
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,4,1999,80086,Petrol,110,1,0,1600,4,4,1035
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,7,1999,80000,Petrol,110,0,0,1600,5,4,1075
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,9,1999,80000,Petrol,86,0,0,1300,5,4,1015
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,4,1999,80000,Petrol,86,1,0,1300,2,4,1015
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,2,1999,79858,Petrol,110,1,0,1600,4,4,1040
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,2,1999,79762,Petrol,86,1,0,1300,3,4,1015
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,10,1999,79660,Petrol,86,0,1,1300,5,4,1065
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,9,1999,79150,Petrol,110,1,0,1600,5,4,1075
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,8,1999,79000,Petrol,110,1,0,1600,3,4,1050
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,12,1999,78955,Petrol,86,1,0,1300,5,4,1045
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,10,1999,78750,Diesel,90,1,0,1975,5,4,1155
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1,1999,78521,Petrol,86,0,0,1300,3,4,1015
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,5,1999,??,Petrol,86,1,0,1300,3,4,1015
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,4,1999,78076,Petrol,86,1,0,1300,3,4,1015
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,8,1999,78063,Petrol,107,1,1,1600,5,4,1100
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,2,1999,77821,Petrol,110,1,0,1600,5,4,1075
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1,1999,77695,Petrol,110,1,0,1600,4,4,1035
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,4,1999,77500,Petrol,110,1,0,1600,3,4,1050
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,6,1999,77457,Petrol,110,1,0,1600,3,4,1055
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,1999,77029,Petrol,86,1,0,1300,3,4,1015
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,1,1999,77008,Petrol,86,1,0,1300,3,4,1015
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,3,1999,76791,Petrol,110,1,0,1600,5,4,1070
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,8,1999,76700,Petrol,86,1,0,1300,5,4,1035
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,2,1999,76569,??,86,1,0,1300,3,4,1020
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,10,1999,76162,Petrol,110,1,0,1600,5,4,1075
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,4,1999,??,Petrol,110,1,0,1600,4,4,1035
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,8,1999,75609,Petrol,86,1,0,1300,3,4,1015
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,7,1999,75569,??,72,1,0,2000,3,4,1120
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,2,1999,75429,Petrol,110,1,0,1600,3,4,1065
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1,1999,75000,Petrol,110,1,0,1600,5,4,1075
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,4,1999,75000,Petrol,86,0,0,1300,3,4,1015
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,7,1999,75000,Petrol,110,1,0,1600,5,4,1070
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,3,1999,74963,Petrol,107,0,1,1600,3,4,1085
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1,1999,74889,Petrol,86,1,0,1300,3,4,1015
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,1,1999,74875,Petrol,110,0,0,1600,5,4,1070
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,6,1999,74747,Petrol,110,1,0,1600,5,4,1075
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,9,1999,74720,Petrol,110,1,0,1600,5,4,1085
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,7,1999,74457,Petrol,110,0,0,1600,5,4,1075
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,9,1999,74337,Petrol,86,0,0,1300,5,4,1035
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,1999,74308,Petrol,110,0,0,1600,3,4,1050
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,5,1999,74193,Petrol,110,0,0,1600,3,4,1050
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,4,1999,74179,Petrol,110,1,0,1600,3,4,1050
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,2,1999,73936,Petrol,86,1,0,1300,5,4,1050
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,8,1999,73894,Petrol,110,1,0,1600,3,4,1065
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,5,1999,73500,Petrol,110,1,0,1600,3,4,1050
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,5,1999,73376,Petrol,110,0,0,1600,5,4,1070
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,5,1999,73300,Petrol,86,1,0,1300,3,4,1015
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,11,1999,73172,Petrol,110,1,0,1600,5,4,1075
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,1999,72928,Petrol,110,1,0,1600,5,4,1075
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,2,1999,72880,Petrol,86,1,0,1332,3,4,1015
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,6,1999,72522,Petrol,110,1,0,1600,3,4,1050
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,5,1999,72000,Petrol,86,1,0,1300,3,4,1015
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,12,1999,72000,Petrol,86,0,0,1300,3,4,1015
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,10,1999,71366,Petrol,110,0,0,1600,3,4,1065
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,71317,Petrol,110,0,0,1600,3,4,1050
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,7,1999,71000,Petrol,110,0,0,1600,5,4,1070
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,9,1999,70954,Petrol,110,0,0,1600,3,4,1050
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,6,1999,70908,Petrol,86,0,0,1300,5,4,1035
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,11,1999,70560,Petrol,110,1,0,1600,3,4,1050
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,2,1999,70552,Petrol,110,0,0,1600,5,4,1075
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,7,1999,70500,Petrol,110,1,0,1600,5,4,1035
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,9,1999,70453,Diesel,72,0,0,2000,5,4,1135
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,10,1999,70218,Petrol,110,1,0,1600,3,4,1050
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,5,1999,70116,Petrol,110,1,0,1600,4,4,1035
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,4,1999,70068,Petrol,110,1,0,1600,5,4,1075
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,2,1999,70000,Petrol,107,1,1,1587,3,4,1065
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,1,1999,70000,Petrol,86,1,0,1300,3,4,1015
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1,1999,69103,Petrol,110,0,0,1600,4,4,1035
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,11,1999,69022,Petrol,86,1,0,1300,5,4,1035
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,2,1999,69000,Petrol,110,1,0,1600,3,4,1065
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,1,1999,68865,Petrol,110,1,0,1600,3,4,1065
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,11,1999,68723,Petrol,86,0,0,1300,3,4,1025
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,6,1999,68453,Petrol,110,1,0,1600,5,4,1070
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,6,1999,68238,Petrol,86,0,0,1300,5,4,1050
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,6,1999,68153,Petrol,110,1,0,1600,5,4,1085
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,4,1999,68000,Petrol,110,0,0,1600,5,4,1075
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,68000,Petrol,86,1,0,1300,3,4,1015
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,2,1999,67762,Petrol,110,1,0,1600,3,4,1065
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,1,1999,67146,Petrol,110,1,0,1600,5,4,1075
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,2,1999,67110,Petrol,86,1,0,1300,5,4,1035
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,10,1999,67010,Petrol,110,1,0,1600,3,4,1065
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,4,1999,67003,Petrol,110,1,0,1600,4,4,1035
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,1,1999,66785,Petrol,86,0,1,1300,3,4,1045
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,1,1999,66550,Petrol,86,0,0,1332,3,4,1010
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,8,1999,66259,Petrol,110,1,0,1600,3,4,1065
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,7,1999,66082,Petrol,110,0,0,1600,5,4,1070
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,4,1999,66000,Petrol,86,1,0,1300,3,4,1015
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,8,1999,66000,Petrol,110,0,0,1600,3,4,1050
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,6,1999,65896,Petrol,110,1,0,1600,3,4,1065
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,2,1999,65785,Petrol,110,1,0,1600,5,4,1075
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,4,1999,65513,Petrol,110,1,1,1600,4,4,1070
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,10,1999,65463,Petrol,110,1,0,1600,5,4,1070
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,1,1999,65400,Petrol,86,1,0,1300,4,4,1000
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,9,1999,65259,Petrol,110,1,0,1600,3,4,1050
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,5,1999,65000,Petrol,110,1,0,1600,3,4,1050
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,1,1999,65000,Petrol,110,0,0,1600,5,4,1070
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,12,1999,65000,Petrol,110,0,0,1600,4,4,1035
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,7,1999,64966,Petrol,86,0,0,1300,3,4,1020
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,1,1999,64950,Petrol,110,1,0,1600,5,4,1075
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,9,1999,64914,Petrol,110,1,0,1600,5,4,1070
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,7,1999,64797,Petrol,110,1,0,1600,5,4,1075
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,4,1999,64772,Petrol,110,1,0,1600,3,4,1050
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,6,1999,64690,Petrol,86,0,0,1300,3,4,1020
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,4,1999,64630,Petrol,110,0,0,1600,5,4,1070
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,2,1999,64613,Petrol,110,1,0,1600,5,4,1085
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,9,1999,64383,Petrol,86,0,0,1300,3,4,1015
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,1,1999,64000,Petrol,110,0,0,1600,5,4,1075
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,3,1999,63881,Petrol,86,0,0,1300,3,4,1015
870,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,11,1999,63870,Diesel,72,0,0,2000,5,4,1135
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,3,1999,63328,Petrol,86,0,1,1300,5,4,1065
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,4,1999,63000,Petrol,86,1,1,1300,5,4,1065
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,8,1999,63000,Petrol,86,0,1,1300,3,4,1050
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,4,1999,62396,Petrol,110,0,0,1600,3,4,1050
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,7,1999,62377,Petrol,110,1,0,1600,5,4,1075
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,2,1999,62316,Petrol,110,1,0,1600,3,4,1050
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,1,1999,62292,Petrol,110,1,0,1600,3,4,1065
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,4,1999,62225,Petrol,110,1,0,1600,3,4,1050
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1,1999,62222,Petrol,110,0,0,1600,5,4,1075
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,3,1999,62135,Petrol,86,1,0,1300,5,4,1035
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,1999,62024,Petrol,110,1,0,1600,5,4,1075
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,9,1999,61977,Petrol,86,1,0,1300,3,4,1015
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,7,1999,61930,Petrol,110,1,0,1600,4,4,1035
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,12,1999,61682,Petrol,110,0,0,1600,3,4,1050
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,1,1999,61568,Petrol,110,1,0,1600,4,4,1035
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,1,1999,61504,Petrol,110,1,0,1600,4,4,1035
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,4,1999,61384,Petrol,110,1,0,1600,3,4,1050
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,1999,61343,Petrol,110,1,0,1600,5,4,1075
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,7,1999,61254,Petrol,110,0,0,1600,5,4,1075
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,10,1999,61166,Petrol,110,1,0,1600,3,4,1050
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,7,1999,61149,Petrol,86,1,0,1300,5,4,1040
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,8,1999,61144,Petrol,110,1,0,1600,5,4,1090
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,10,1999,61127,Petrol,110,1,0,1600,3,4,1050
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,9,1999,61100,Petrol,86,1,0,1300,3,4,1015
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,1,1999,61100,Petrol,110,1,0,1600,5,4,1075
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,12,1999,61000,Petrol,110,1,0,1600,3,4,1050
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,4,1999,60724,Petrol,86,1,0,1300,3,4,1015
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,10,1999,60708,Petrol,86,1,0,1300,5,4,1045
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,8,1999,60532,Petrol,110,1,0,1600,3,4,1050
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,2,1999,60000,Petrol,86,0,1,1300,4,4,1030
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,3,1999,60000,Petrol,86,1,0,1300,3,4,1015
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,60000,Petrol,86,1,0,1300,3,4,1015
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,7,1999,59295,Petrol,86,0,0,1300,5,4,1035
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,4,1999,59264,Petrol,86,0,0,1300,3,4,1015
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,6,1999,59000,Petrol,110,0,0,1600,3,4,1050
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,6,1999,59000,Petrol,86,1,0,1300,5,4,1035
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,4,1999,59000,Petrol,110,0,0,1600,5,4,1075
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,8,1999,59000,Petrol,110,1,0,1600,5,4,1070
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,4,1999,59000,Petrol,110,0,0,1600,3,4,1050
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,1,1999,58860,Petrol,110,1,0,1600,3,4,1055
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,58829,Petrol,110,0,0,1600,3,4,1050
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,3,1999,58654,Petrol,110,1,0,1600,5,4,1070
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,4,1999,58300,Petrol,86,1,0,1300,3,4,1015
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,9,1999,58269,Petrol,110,1,0,1600,3,4,1050
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,5,1999,58136,Petrol,110,1,0,1600,5,4,1075
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,3,1999,58113,Petrol,107,1,1,1600,3,4,1085
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,2,1999,58058,Petrol,110,1,0,1600,3,4,1065
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,11,1999,58000,Petrol,110,1,0,1600,3,4,1050
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,7,1999,58000,Petrol,110,1,0,1600,3,4,1065
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,1,1999,57565,Petrol,86,1,0,1300,5,4,1035
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,6,1999,57413,Petrol,107,0,1,1600,5,4,1115
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,4,1999,57374,Petrol,110,1,0,1600,5,4,1075
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,7,1999,57179,Petrol,110,1,0,1600,5,4,1075
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,8,1999,57169,Petrol,110,1,0,1600,3,4,1065
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,6,1999,57124,Petrol,110,1,0,1600,3,4,1065
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,6,1999,57000,Petrol,110,1,0,1600,3,4,1050
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,2,1999,57000,Petrol,110,0,0,1600,3,4,1050
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,6,1999,57000,Petrol,86,1,0,1300,5,4,1035
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,10,1999,56259,Petrol,86,0,0,1300,3,4,1015
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,7,1999,56209,Petrol,107,1,1,1600,3,4,1080
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,2,1999,56074,Petrol,86,0,0,1300,4,4,1000
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,6,1999,55942,Petrol,110,1,0,1600,5,4,1070
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,12,1999,55844,Petrol,86,1,0,1300,5,4,1045
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,8,1999,55747,Petrol,86,0,0,1300,3,4,1020
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,11,1999,55478,Petrol,86,0,0,1300,5,4,1045
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,9,1999,55085,Petrol,107,0,1,1600,5,4,1105
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,4,1999,55061,Petrol,110,1,0,1600,5,4,1070
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,4,1999,55000,Petrol,86,1,0,1300,3,4,1015
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,12,1999,55000,Petrol,110,0,0,1600,5,4,1075
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,6,1999,54936,Petrol,110,1,0,1600,5,4,1075
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,1,1999,54875,Petrol,110,1,0,1600,5,4,1070
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,2,1999,54847,Petrol,110,0,0,1600,3,4,1050
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,9,1999,54554,Petrol,110,1,0,1600,3,4,1065
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,8,1999,54125,Petrol,110,1,0,1600,5,4,1035
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,8,1999,54000,Petrol,110,1,0,1600,3,4,1055
